Unnamed: 0,ZipCode,OZONE_AQI,PM2.5_AQI,Year,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.8,2.6,3.0,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,COPD,CrdPrv,COPD
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.4,9.2,9.6,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.6,1.5,1.6,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.3,4.2,4.4,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,DIABETES,CrdPrv,Diabetes
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,17.9,17.6,18.1,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.1,12.4,13.9,36314,POINT (-71.13449506 42.38003166),2138,HLTHSTAT,MHLTH,CrdPrv,Mental Health
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.5,1.4,1.5,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,STROKE,CrdPrv,Stroke
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.0,2.9,3.1,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
107,2138,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.8,4.8,4.9,36314,POINT (-71.13449506 42.38003166),2138,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
111,2139,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.3,32.8,33.8,36349,POINT (-71.10304364 42.36253913),2139,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.0,4.0,4.1,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.7,2.6,2.8,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.8,2.6,2.9,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,COPD,CrdPrv,COPD
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.1,12.6,13.6,36349,POINT (-71.10304364 42.36253913),2139,HLTHSTAT,MHLTH,CrdPrv,Mental Health
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,18.2,17.9,18.4,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.5,1.5,1.6,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,STROKE,CrdPrv,Stroke
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,9.2,9.5,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.6,1.6,1.6,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
112,2139,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.8,4.7,4.9,36349,POINT (-71.10304364 42.36253913),2139,HLTHOUT,DIABETES,CrdPrv,Diabetes
116,2140,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.3,32.8,33.8,17607,POINT (-71.1346205 42.39589),2140,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,23.7,23.4,24.1,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.1,2.0,2.1,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.6,3.3,3.8,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,COPD,CrdPrv,COPD
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.8,5.7,5.9,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.1,2.0,2.2,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,STROKE,CrdPrv,Stroke
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,6.6,6.4,6.8,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,DIABETES,CrdPrv,Diabetes
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.4,9.2,9.6,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.9,3.7,4.0,17607,POINT (-71.1346205 42.39589),2140,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
117,2140,31.19327731092437,34.9478021978022,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.9,11.4,12.4,17607,POINT (-71.1346205 42.39589),2140,HLTHSTAT,MHLTH,CrdPrv,Mental Health
121,2141,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,32.9,32.3,33.5,11910,POINT (-71.08270126 42.37000637),2141,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.7,5.5,5.8,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,DIABETES,CrdPrv,Diabetes
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.2,9.0,9.4,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.5,3.2,3.7,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,COPD,CrdPrv,COPD
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.6,3.4,3.7,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,20.9,20.6,21.3,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.9,1.8,2.0,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,STROKE,CrdPrv,Stroke
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.6,12.1,13.2,11910,POINT (-71.08270126 42.37000637),2141,HLTHSTAT,MHLTH,CrdPrv,Mental Health
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.1,5.0,5.2,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
122,2141,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.9,1.8,1.9,11910,POINT (-71.08270126 42.37000637),2141,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
126,2142,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,34.5,33.4,35.6,3141,POINT (-71.08202998 42.36186605),2142,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.3,2.2,2.5,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,8.4,8.1,8.7,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.4,2.2,2.6,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,COPD,CrdPrv,COPD
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,3.6,3.5,3.7,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.3,1.3,1.4,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,16.1,15.7,16.6,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.7,11.9,13.8,3141,POINT (-71.08202998 42.36186605),2142,HLTHSTAT,MHLTH,CrdPrv,Mental Health
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,3.9,3.7,4.0,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,DIABETES,CrdPrv,Diabetes
127,2142,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.2,1.1,1.3,3141,POINT (-71.08202998 42.36186605),2142,HLTHOUT,STROKE,CrdPrv,Stroke
131,2143,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,32.4,31.6,33.1,24514,POINT (-71.09671525 42.38140926),2143,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.3,3.1,3.5,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.7,1.7,1.8,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.3,3.1,3.6,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,COPD,CrdPrv,COPD
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.7,1.6,1.8,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,STROKE,CrdPrv,Stroke
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.9,4.8,5.0,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.0,4.8,5.1,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,DIABETES,CrdPrv,Diabetes
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,9.1,9.6,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.9,12.2,13.7,24514,POINT (-71.09671525 42.38140926),2143,HLTHSTAT,MHLTH,CrdPrv,Mental Health
132,2143,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,19.4,19.1,19.8,24514,POINT (-71.09671525 42.38140926),2143,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
136,2144,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,31.4,30.7,32.1,23891,POINT (-71.119268 42.39693116),2144,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.6,9.4,9.9,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.4,12.6,14.2,23891,POINT (-71.119268 42.39693116),2144,HLTHSTAT,MHLTH,CrdPrv,Mental Health
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,18.6,18.2,19.0,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.6,4.4,4.8,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,DIABETES,CrdPrv,Diabetes
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.3,3.0,3.7,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,COPD,CrdPrv,COPD
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.2,3.0,3.4,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.7,1.6,1.7,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.6,1.5,1.8,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,STROKE,CrdPrv,Stroke
137,2144,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.9,4.8,5.0,23891,POINT (-71.119268 42.39693116),2144,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
141,2145,31.565934065934066,35.932203389830505,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,35.3,34.7,35.9,25439,POINT (-71.09007936 42.3916781),2145,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,6.9,6.7,7.1,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,DIABETES,CrdPrv,Diabetes
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.1,2.1,2.2,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.2,4.0,4.4,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.1,5.1,5.2,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.8,14.2,15.4,25439,POINT (-71.09007936 42.3916781),2145,HLTHSTAT,MHLTH,CrdPrv,Mental Health
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.2,2.1,2.4,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,STROKE,CrdPrv,Stroke
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.0,9.8,10.3,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,23.2,22.8,23.6,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
142,2145,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.6,4.3,4.9,25439,POINT (-71.09007936 42.3916781),2145,HLTHOUT,COPD,CrdPrv,COPD
146,2152,31.565934065934066,35.932203389830505,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,34.6,33.8,35.4,17497,POINT (-70.98673153 42.37701998),2152,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,26.8,26.1,27.5,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.0,2.8,3.1,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,STROKE,CrdPrv,Stroke
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.6,2.5,2.7,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.5,12.7,14.1,17497,POINT (-70.98673153 42.37701998),2152,HLTHSTAT,MHLTH,CrdPrv,Mental Health
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.9,7.7,8.1,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.9,5.5,6.2,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.1,7.7,8.5,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,DIABETES,CrdPrv,Diabetes
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.0,5.5,6.5,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,COPD,CrdPrv,COPD
147,2152,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.3,10.0,10.6,17497,POINT (-70.98673153 42.37701998),2152,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
151,2163,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,38.3,35.5,40.9,2582,POINT (-71.12091089 42.36632855),2163,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,20.5,17.5,23.1,2582,POINT (-71.12091089 42.36632855),2163,HLTHSTAT,MHLTH,CrdPrv,Mental Health
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,1.1,1.0,1.2,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,0.9,0.8,1.1,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,9.1,8.3,9.8,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.1,1.7,2.6,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,COPD,CrdPrv,COPD
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,0.9,0.8,1.0,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.3,10.5,12.2,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,1.6,1.4,1.8,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,DIABETES,CrdPrv,Diabetes
152,2163,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,0.6,0.5,0.7,2582,POINT (-71.12091089 42.36632855),2163,HLTHOUT,STROKE,CrdPrv,Stroke
156,2199,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,31.0,29.8,32.4,1146,POINT (-71.08203923 42.34746334),2199,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.8,5.3,6.4,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,DIABETES,CrdPrv,Diabetes
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.5,4.1,5.1,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,21.6,20.7,22.7,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.1,1.9,2.5,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,STROKE,CrdPrv,Stroke
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.2,2.0,2.4,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
157,2199,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.1,8.7,9.7,1146,POINT (-71.08203923 42.34746334),2199,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
