"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","NO2","NO2_Unit","PM10","PM10_Unit"
"060290232","Oildale - 3311 Manor Street","Active","R9","35.438035","-119.016787","0.0","-8.0","US","CA","01/21/21","00:00","California Air Resources Board","","23.0","46.0","","","1","1","0","0","","","","","","","29.0","PPB","","","48.7","UG/M3"
"047209080","JPN Site 047209080","Active","","26.59316","127.987632","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"471490101","EVILLE","Inactive","R4","35.7328","-86.5989","0.0","-6.0","US","TN","01/21/21","00:00","Tennessee Air Pollution Control Div.","Nashville","","","","","1","0","0","0","","","","","","","","","","","",""
"350130024","West Mesa","Active","R6","32.11","-106.51","0.0","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","","","11.0","","","0","1","0","0","","","","","","","","","","","9.0","UG/M3"
"350130025","Las Cruces ED","Active","R6","32.310332","-106.751211","0.0","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","","","","15.0","","0","0","1","0","","","3.0","UG/M3","","","","","","","",""
"350130022","Santa Teresa","Active","R6","31.7878","-106.6828","1281.0","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","Dona Ana County","26.0","","21.0","5.0","1","0","1","1","","","4.0","UG/M3","","","27.0","PPB","5.0","PPB","",""
"840471252001","Clarksville","Active","R4","36.611411","-87.384666","0.0","-6.0","US","TN","01/21/21","00:00","Tennessee Air Pollution Control Div.","Clarksville-Montgomery County","","","20.0","","0","0","1","0","","","4.0","UG/M3","","","","","","","",""
"560250005","Casper Mobile","Inactive","R8","42.846297","-106.27767","1591.2","-7.0","US","WY","01/21/21","00:00","Wyoming Department of Environmental Quality","","","","","","1","1","1","1","","","","","","","","","","","",""
"350130023","Solano Drive","Active","R6","32.3169","-106.7669","0.0","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","Dona Ana County","21.0","","","","1","0","0","0","","","","","","","25.0","PPB","","","",""
"000103502","Castlegar Zinio Park","Active","CA","49.317501","-117.661697","0.0","-8.0","CA","CC","01/21/21","00:00","British Columbia Ministry of Environment","","","","","","0","0","1","0","","","","","","","","","","","",""
"013110010","JPN Site 013110010","Active","","35.619899","139.682911","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"005202040","JPN Site 005202040","Active","","40.170253","140.118221","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"360632008","Niagara Falls","Inactive","R2","42.998131","-78.899261","0.0","-5.0","US","NY","01/21/21","00:00","New York Dept. of Environmental Conservation","Niagara Falls|Middleport","","","","","0","0","1","0","","","","","","","","","","","",""
"011203040","JPN Site 011203040","Active","","35.799881","139.747898","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"CMB010001","Colombo","Active","DSCE","6.909445","79.875341","51.9","5.5","CE","N/A","01/21/21","00:30","U.S. Department of State Sri Lanka - Colombo","Colombo","","","74.0","","0","0","1","0","","","27.0","UG/M3","","","","","","","",""
"023202510","JPN Site 023202510","Active","","34.946871","137.18815","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.6","PPM","","","2.0","PPB","","","","","",""
"018203120","JPN Site 018203120","Active","","35.881752","136.063478","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"560111013","Devils Tower NM","Inactive","USEPA","44.596901","-104.704697","1176.7","-7.0","US","WY","01/21/21","00:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"013122020","JPN Site 013122020","Active","","35.789328","139.865666","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"350130019","Holman Rd","Active","R6","32.4247","-106.6742","1189.5","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","","","","","","0","1","0","0","","","","","","","","","","","",""
"018363020","JPN Site 018363020","Active","","36.196722","136.267891","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"350130017","Sunland Park","Inactive","R6","31.7958","-106.5575","1146.8","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","Dona Ana County|Burdens Creek","","","","","1","1","1","0","","","","","","","","","","","",""
"060231004","Jacobs","Active","R9","40.776943","-124.177498","20.7","-8.0","US","CA","01/21/21","00:00","North Coast Unified Air Quality Management District","Eureka","","45.0","","5.0","0","1","0","0","","","","","","","","","","","47.0","UG/M3"
"080810002","Lay Peak","Inactive","R8","40.506889","-107.891022","1961.2","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","","","","","","1","0","0","0","","","","","","","","","","","",""
"034212030","JPN Site 034212030","Active","","34.420739","132.740488","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"350130016","Anthony","Active","R6","32.0036","-106.5992","1146.8","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","","","9.0","7.0","","0","1","1","0","","","-2.0","UG/M3","","","","","","","7.0","UG/M3"
"080810003","Elk Springs","Inactive","R8","40.329253","-108.49423","0.0","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","","","","","","1","0","0","0","","","","","","","","","","","",""
"014107520","JPN Site 014107520","Active","","35.423807","139.621814","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"045201040","JPN Site 045201040","Active","","32.027639","131.471537","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"201330003","Chanute","Active","R7","37.67696","-95.47594","0.0","-6.0","US","KS","01/21/21","00:00","Kansas Dept. of Health and Environment","","28.0","31.0","21.0","2.0","1","1","1","1","","","5.1","UG/M3","1.0","PPB","31.0","PPB","2.0","PPB","29.3","UG/M3"
"000091401","Violet Grove","Active","CA","53.1422","-115.1381","0.0","-7.0","CA","CC","01/21/21","00:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","36.0","","","1.0","1","0","0","0","","","","","","","40.0","PPB","","","",""
"470370011","EAST HEALTH CENTER","Active","R4","36.2047","-86.7444","0.0","-6.0","US","TN","01/21/21","00:00","Davidson County PCD","Nashville","","","","","1","0","0","0","","","","","","","","","","","",""
"011203050","JPN Site 011203050","Active","","35.832655","139.761506","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060656001","Perris","Active","R9","33.789331","-117.227639","135.4","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","Perris Vly|Hemet/San Jacinto|Riverside Co. Metro","25.0","","","","1","0","0","0","","","","","","","32.0","PPB","","","",""
"MM0510182","Mobile_Newport_2017","Inactive","R10","47.76863","-120.664494","0.0","-8.0","US","MM","01/21/21","00:00","Washington Department of Ecology","","","","","","0","0","1","0","","","","","","","","","","","",""
"550550002","JEFFERSON","Inactive","R5","43.0014","-88.8122","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","","","","","","1","0","0","0","","","","","","","","","","","",""
"018363010","JPN Site 018363010","Active","","36.212275","136.228449","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"350130008","La Union","Active","R6","31.9306","-106.6306","1143.8","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","Dona Ana County","22.0","","","","1","0","0","0","","","","","","","24.0","PPB","","","",""
"060370016","Glendora - Laurel","Active","R9","34.1439","-117.8508","84.5","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","San Gabriel Mts|Los Angeles Inland|E San Gabriel Vly","29.0","12.0","23.0","1.0","1","1","1","1","0.23","PPM","5.9","UG/M3","","","37.0","PPB","2.0","PPB","8.1","UG/M3"
"736SU1010001","Khartoum Residential","Active","DSSU","15.610262","32.576758","0.0","2.0","SU","N/A","01/21/21","00:00","U.S. Department of State Sudan - Khartoum","Khartoum","","","336.0","","0","0","1","0","","","312.0","UG/M3","","","","","","","",""
"009404010","JPN Site 009404010","Active","","36.761729","140.129766","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"047201140","JPN Site 047201140","Active","","26.210418","127.692396","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.2","PPM","","","0.0","PPB","","","","","",""
"550550009","Jefferson-Laatsch","Active","R5","43.0034","-88.8283","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","Waukesha/Jefferson Counties","","","","","1","0","0","0","","","","","","","","","","","",""
"045201050","JPN Site 045201050","Active","","31.936259","131.40849","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"540690010","WHEELING","Inactive","R3","40.1147","-80.700798","0.0","-5.0","US","WV","01/21/21","00:00","West Virginia Division of Air Quality - Wheeling","Wheeling","","","","","1","0","0","0","","","","","","","","","","","",""
"470370026","PERCY PRIEST DAM","Active","R4","36.1506","-86.6211","0.0","-6.0","US","TN","01/21/21","00:00","Davidson County PCD","Nashville","","","","","1","0","0","0","","","","","","","","","","","",""
"270052013","Detroit Lakes","Active","R5","46.8511","-95.8467","0.0","-6.0","US","MN","01/21/21","00:00","Minnesota Pollution Control Agency","Detroit Lakes","","","26.0","","1","0","1","0","","","6.0","UG/M3","","","","","","","",""
"470370023","LOCKELAND","Active","R4","36.1767","-86.7386","0.0","-6.0","US","TN","01/21/21","00:00","Davidson County PCD","Nashville","","","25.0","","0","1","1","0","","","5.6","UG/M3","","","","","","","",""
"480290502","Fair Oaks Ranch C502","Inactive","R6","29.73","-98.6256","189.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"480290501","Elm Creek Elementary C501","Active","R6","29.2767","-98.7244","189.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"018203100","JPN Site 018203100","Active","","35.895087","136.224575","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"019390030","JPN Site 019390030","Active","","35.60488","138.495511","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"005202020","JPN Site 005202020","Active","","40.209969","140.018506","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"011203060","JPN Site 011203060","Active","","35.836264","139.683179","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"320030601","Boulder City","Active","R9","35.978149","-114.846313","773.5","-8.0","US","NV","01/21/21","00:00","Clark County Department of Environment and Sustainability ","Las Vegas","31.0","13.0","","","1","1","0","0","","","","","","","32.0","PPB","","","16.8","UG/M3"
"060370002","Azusa","Active","R9","34.136474","-117.923963","27.5","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","Los Angeles Inland|E San Gabriel Vly","30.0","","","4.0","1","0","0","1","0.17","PPM","","","","","37.0","PPB","5.0","PPB","",""
"051010002","DEER","Active","R6","35.8325","-93.2192","0.0","-6.0","US","AR","01/21/21","00:00","Arkansas Department of Environmental Quality","","27.0","","","","1","0","0","0","","","","","","","28.0","PPB","","","",""
"210150003","EASTBND","Active","R4","38.9181","-84.8528","0.0","-5.0","US","KY","01/21/21","00:00","Kentucky DEP","Northern Kentucky","","","","","1","0","0","0","","","","","","","","","","","",""
"001102020","JPN Site 001102020","Active","","43.084129","141.329653","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.3","PPM","","","2.0","PPB","","","","","",""
"028211010","JPN Site 028211010","Active","","34.858502","134.557261","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"271377001","Virginia","Active","R5","47.5212","-92.5393","0.0","-6.0","US","MN","01/21/21","00:00","Minnesota Pollution Control Agency","Virginia","","","18.0","","0","0","1","0","","","4.0","UG/M3","","","","","","","",""
"000090133","Edmonton Woodcroft","Active","CA","53.564411","-113.562583","670.4","-7.0","CA","CC","01/21/21","00:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","","","21.0","","0","0","1","0","","","6.1","UG/M3","","","","","","","",""
"800150131","AtizapÂ n","Active","MX","19.577","-99.2542","2342.4","-6.0","MX","MX","01/21/21","00:00","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","Mexico City","23.0","43.0","","15.0","1","1","0","1","0.7","PPM","","","3.0","PPB","32.0","PPB","16.0","PPB","52.0","UG/M3"
"010204510","JPN Site 010204510","Active","","36.30565","139.204586","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"009203520","JPN Site 009203520","Active","","36.39454","139.778979","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000090130","Edmonton Central","Active","CA","53.5453","-113.4992","0.0","-7.0","CA","CC","01/21/21","00:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","25.0","","3.0","","1","0","1","1","","","","","","","","","","","",""
"340270003","Morristown","Inactive","R2","40.79734","-74.482491","111.0","-5.0","US","NJ","01/21/21","00:00","New Jersey Dept. of Environmental Protection","","","","","","0","0","0","0","","","","","","","","","","","",""
"132470001","Conyers","Active","R4","33.5856","-84.0667","0.0","-5.0","US","GA","01/21/21","00:00","Georgia Department of Natural Resources","Atlanta","","","","","1","0","0","0","","","","","","","","","","","",""
"361192004","White Plains","Active","R2","41.0522","-73.7642","0.0","-5.0","US","NY","01/21/21","00:00","New York Dept. of Environmental Conservation","New York City Region","28.0","","24.0","","1","0","1","0","","","5.4","UG/M3","","","35.0","PPB","","","",""
"510850003","HANOVER","Active","R3","37.606098","-77.218903","0.0","-5.0","US","VA","01/21/21","00:00","Virginia Dept. of Environmental Quality","Richmond","23.0","","","","1","0","0","0","","","","","","","26.0","PPB","","","",""
"016342060","JPN Site 016342060","Active","","36.935831","137.505532","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"401139020","MOBILE - OSAGE","Inactive","R6","36.670258","-96.340317","261.4","-6.0","US","OK","01/21/21","00:00","Cherokee Nation","Tulsa","","","","","1","1","1","0","","","","","","","","","","","",""
"042201540","JPN Site 042201540","Active","","32.747535","129.873581","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"022204010","JPN Site 022204010","Active","","35.019109","138.48665","0.0","9.0","","AK","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"261130001","HOUGHTON LAKE","Active","R5","44.3106","-84.891899","0.0","-5.0","US","MI","01/21/21","00:00","Michigan Department of Environment, Great Lakes, and Energy","Traverse City|Ludington|Houghton Lake","32.0","","30.0","4.0","1","0","1","1","","","6.2","UG/M3","","","35.0","PPB","5.0","PPB","",""
"410271001","Hood River","Inactive","R10","45.7035","-121.5296","0.0","-8.0","US","OR","01/21/21","00:00","Oregon Dept. of Environmental Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"517000013","Newport News","Inactive","R3","37.0998","-76.481003","11.0","-5.0","US","VA","01/21/21","00:00","Virginia Dept. of Environmental Quality","Hampton Roads","","","","","0","0","1","0","","","","","","","","","","","",""
"007204720","JPN Site 007204720","Active","","37.006439","140.915245","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"120990009","Royal Palm Beach","Inactive","R4","26.7308","-80.2339","0.0","-5.0","US","FL","01/21/21","00:00","Florida Dept. of Environmental Protection","West Palm Beach","","","","","1","0","1","0","","","","","","","","","","","",""
"201731012","K96 & Hydraulic","Inactive","R7","37.7472","-97.3164","402.0","-6.0","US","KS","01/21/21","00:00","Kansas Dept. of Health and Environment","","","","","","0","1","0","0","","","","","","","","","","","",""
"120990008","Belle Glade","Active","R4","26.724167","-80.663055","0.0","-5.0","US","FL","01/21/21","00:00","Florida Dept. of Environmental Protection","West Palm Beach|Belle Glade","","","43.0","","0","0","1","0","","","13.7","UG/M3","","","","","","","",""
"018207520","JPN Site 018207520","Active","","35.962301","136.187908","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"024202370","JPN Site 024202370","Active","","35.040184","136.594028","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"180950011","Anderson-Eastside Elem. Sch","Active","R5","40.125557","-85.652222","241.9","-5.0","US","IN","01/21/21","00:00","Indiana Dept. of Environmental Management","","24.0","","34.0","","1","0","1","0","","","7.8","UG/M3","","","25.0","PPB","","","",""
"180950010","Emporia","Inactive","R5","40.0025","-85.6569","0.0","-5.0","US","IN","01/21/21","00:00","Indiana Dept. of Environmental Management","Indianapolis","","","","","1","0","0","0","","","","","","","","","","","",""
"360710002","Newburgh","Active","R2","41.4994","-74.0097","0.0","-5.0","US","NY","01/21/21","00:00","New York Dept. of Environmental Conservation","Lower Hudson Valley Region","","","23.0","","0","0","1","0","","","5.0","UG/M3","","","","","","","",""
"013215510","JPN Site 013215510","Active","","35.680999","139.432929","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.2","PPM","","","1.0","PPB","","","","","",""
"450410003","Williams Middle School","Active","R4","34.2143","-79.7673","43.9","-5.0","US","SC","01/21/21","00:00","South Carolina DHEC","Florence/Darlington","","","62.0","","0","0","1","0","","","20.3","UG/M3","","","","","","","",""
"011239010","JPN Site 011239010","Active","","35.970967","139.40153","0.0","9.0","","AL","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"022204020","JPN Site 022204020","Active","","35.002722","138.526091","0.0","9.0","","AK","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"000104804","Duncan 4804","Active","CA","48.786114","-123.717307","0.0","-8.0","CA","CC","01/21/21","00:00","British Columbia Ministry of Environment","","","","21.0","","0","0","1","0","","","4.0","UG/M3","","","","","","","",""
"000104801","Duncan Deykin Avenue","Active","CA","48.8028","-123.645","20.1","-8.0","CA","CC","01/21/21","00:00","British Columbia Ministry of Environment","","","","","","0","1","0","0","","","","","","","","","","","",""
"007204730","JPN Site 007204730","Active","","37.005049","140.845529","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"840530330089","Auburn M St SE","Inactive","R10","47.2875","-122.2144","4.0","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","","","","","","0","0","1","0","","","","","","","","","","","",""
"013203510","JPN Site 013203510","Active","","35.711553","139.538475","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"012344020","JPN Site 012344020","Active","","35.847668","140.602825","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"124000094500","Joussard","Active","CA","55.340367","-115.895667","676.2","-7.0","CA","CC","01/21/21","00:00","Canadian Air and Precipitation Monitoring Network","","35.0","","","","1","0","0","0","","","","","","","38.0","PPB","","","",""
"060371302","Compton","Active","R9","33.9014","-118.205","27.5","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","S Central LA CO|Central LA CO","25.0","","15.0","6.0","1","0","1","1","0.13","PPM","3.2","UG/M3","","","26.0","PPB","7.0","PPB","",""
"038209030","JPN Site 038209030","Active","","33.96469","133.516278","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"046220010","JPN Site 046220010","Active","","31.420184","130.320271","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060771002","Stockton - Hazelton Street","Active","R9","37.95075","-121.26897","0.0","-8.0","US","CA","01/21/21","00:00","California Air Resources Board","Stockton","20.0","","33.0","10.0","1","0","1","1","0.17","PPM","8.0","UG/M3","","","25.0","PPB","11.0","PPB","",""
"014132510","JPN Site 014132510","Active","","35.543796","139.691525","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.5","PPM","","","","","","","","","",""
"000090120","Edmonton South","Active","CA","53.5028","-113.6111","0.0","-7.0","CA","CC","01/21/21","00:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","37.0","","3.0","","1","1","1","1","","","","","","","","","","","",""
"027117510","JPN Site 027117510","Active","","34.715201","135.561906","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000090121","Edmonton East","Active","CA","53.5472","-113.3681","0.0","-7.0","CA","CC","01/21/21","00:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","33.0","","1.0","","1","0","1","1","","","","","","","","","","","",""
"007204740","JPN Site 007204740","Active","","37.096706","140.892743","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"021100004","Floyd Dryden","Active","USEPA","58.388889","-134.565556","14.9","-9.0","US","AK","01/21/21","00:00","State of Alaska DEC","Juneau","","2.0","8.0","","0","1","1","0","","","3.0","UG/M3","","","","","","","2.0","UG/M3"
"550370001","POPPLE RVR","Inactive","R5","45.7956","-88.4006","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","","","","","","1","0","0","0","","","","","","","","","","","",""
"018441010","JPN Site 018441010","Active","","35.548174","135.908784","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012205030","JPN Site 012205030","Active","","35.021633","139.880423","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"300750001","Broadus","Active","R8","45.440295","-105.37028","0.0","-7.0","US","MT","01/21/21","00:00","Montana DEQ","Broadus","32.0","6.0","0.0","","1","1","1","0","","","-1.2","UG/M3","","","37.0","PPB","","","5.0","UG/M3"
"120990021","Lantana Preserve","Active","R4","26.593808","-80.058917","8.8","-5.0","US","FL","01/21/21","00:00","Florida Dept. of Environmental Protection","West Palm Beach","23.0","","","","1","0","0","0","","","","","","","11.0","PPB","","","",""
"060292009","Lebec","Active","R9","34.8416","-118.8647","0.0","-8.0","US","CA","01/21/21","00:00","San Joaquin Valley Unified APCD","","","","10.0","","0","0","1","0","","","4.0","UG/M3","","","","","","","",""
"011240010","JPN Site 011240010","Active","","36.074851","139.731775","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840530330069","Tukwila_Allentown","Active","R10","47.498535","-122.278385","0.0","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","Seattle-Bellevue-Kent Valley","","","55.0","","0","0","1","0","","","14.0","UG/M3","","","","","","","",""
"010736004","Shuttlesworth","Active","R4","33.565278","-86.796389","0.0","-6.0","US","AL","01/21/21","00:00","Jefferson County Department of Health","","","26.0","30.0","","0","1","1","0","","","6.6","UG/M3","","","","","","","23.0","UG/M3"
"840410170123","Bend NE 8th & Emerson","Active","R10","44.054661","-121.294068","1114.5","-8.0","US","OR","01/21/21","00:00","Oregon Dept. of Environmental Quality","","","","19.0","","0","0","1","0","","","4.5","UG/M3","","","","","","","",""
"010736002","TARRANT","Active","R4","33.5783","-86.7739","0.0","-6.0","US","AL","01/21/21","00:00","Jefferson County Department of Health","Birmingham","","","","","1","0","0","0","","","","","","","","","","","",""
"060550003","Napa - Jefferson St","Inactive","R9","38.3108","-122.295","4.0","-8.0","US","CA","01/21/21","00:00","San Francisco Bay Area AQMD","Napa","","","","","1","0","1","1","","","","","","","","","","","",""
"130850001","Dawsonville","Active","R4","34.3778","-84.0561","0.0","-5.0","US","GA","01/21/21","00:00","Georgia Department of Natural Resources","Atlanta","","","","","1","0","0","0","","","","","","","","","","","",""
"060550004","Napa - Napa Valley College","Active","R9","38.278849","-122.275024","10.1","-8.0","US","CA","01/21/21","00:00","San Francisco Bay Area AQMD","Napa","27.0","","52.0","5.0","1","0","1","1","0.1","PPM","11.0","UG/M3","","","33.0","PPB","6.0","PPB","",""
"840484531619","East Austin C1619","Active","R6","30.250845","-97.721277","129.9","-6.0","US","TX","01/21/21","00:00","Capital Area Council of Governments","Austin","","","","","1","0","0","0","","","","","","","","","","","",""
"482010057","Galena Park C167","Active","R6","29.73428","-95.238168","8.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"013216010","JPN Site 013216010","Active","","35.728218","139.535696","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482010058","Baytown C148","Active","R6","29.7708","-95.0311","6.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","","","54.0","","0","0","1","0","","","7.0","UG/M3","","","","","","","",""
"027221010","JPN Site 027221010","Active","","34.571607","135.641906","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840060290019","Mojave - CA 58 Business","Active","R9","35.046528","-118.162833","834.5","-8.0","US","CA","01/21/21","00:00","California Air Resources Board","Mojave","31.0","16.0","13.0","","1","1","1","0","","","5.3","UG/M3","","","37.0","PPB","","","14.7","UG/M3"
"011362010","JPN Site 011362010","Active","","36.074562","139.095995","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"517700015","Round Hill Montessori School","Inactive","R3","37.297199","-79.955597","329.1","-5.0","US","VA","01/21/21","00:00","Virginia Dept. of Environmental Quality","Roanoke","","","","","0","0","1","0","","","","","","","","","","","",""
"046302010","JPN Site 046302010","Active","","31.617113","130.635514","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","4.0","PPB","","","","","",""
"840MM0070180","Leavenworth_Mobile","Inactive","R10","47.55857","-120.672669","0.0","-8.0","US","MM","01/21/21","00:00","Washington Department of Ecology","","","","","","0","0","1","0","","","","","","","","","","","",""
